Date,Open,High,Low,Close,Adj Close,Volume
2019-06-27,82.930000,83.769997,82.930000,83.660004,82.996994,11436700
2019-06-28,83.989998,84.750000,82.669998,83.949997,83.284698,12443800
2019-07-01,84.930000,86.279999,84.900002,85.410004,84.733131,6607600
2019-07-02,85.360001,85.470001,84.220001,84.959999,84.286682,7187200
2019-07-03,85.330002,86.290001,85.120003,86.199997,85.516869,4012800
2019-07-05,85.800003,86.910004,85.419998,86.820000,86.131950,6440900
2019-07-08,86.059998,88.519997,85.970001,88.480003,87.778801,7052000
2019-07-09,88.099998,88.800003,87.820000,88.040001,87.342278,6219700
2019-07-10,88.480003,88.940002,87.389999,87.440002,86.747040,5985500
2019-07-11,87.709999,88.300003,87.400002,88.290001,87.590302,3942400
2019-07-12,88.180000,89.309998,88.010002,89.120003,88.413727,4240900
2019-07-15,89.059998,89.870003,89.059998,89.480003,88.770874,3750900
2019-07-16,89.500000,89.709999,88.570000,88.599998,87.897842,5812800
2019-07-17,88.419998,88.690002,87.440002,87.500000,86.806564,4461500
2019-07-18,87.629997,87.760002,86.760002,87.440002,86.747040,4609200
2019-07-19,87.730003,87.879997,86.480003,86.550003,85.864098,6635300
2019-07-22,86.559998,86.989998,85.830002,85.970001,85.288689,6810300
2019-07-23,86.639999,87.099998,86.230003,86.699997,86.012894,5659900
2019-07-24,86.650002,87.209999,86.309998,86.699997,86.012894,6362900
2019-07-25,86.820000,87.500000,86.589996,87.279999,86.588303,4546400
2019-07-26,87.440002,87.839996,86.769997,87.540001,86.846252,3707200
2019-07-29,87.650002,87.870003,87.180000,87.620003,86.925621,4387300
2019-07-30,86.820000,87.910004,86.360001,87.199997,86.508934,3561200
2019-07-31,87.089996,87.269997,85.550003,86.029999,85.348206,5818200
2019-08-01,85.260002,86.769997,82.699997,83.120003,82.461281,7871800
2019-08-02,82.529999,83.239998,80.790001,81.139999,80.496964,8761400
2019-08-05,79.660004,80.050003,78.190002,78.970001,78.344170,8493300
2019-08-06,79.849998,81.589996,79.489998,81.300003,80.655701,8664500
2019-08-07,80.500000,81.820000,80.089996,81.279999,80.635857,6275000
2019-08-08,81.809998,83.360001,81.610001,83.000000,82.342224,6208900
2019-08-09,83.139999,83.430000,81.320000,81.980003,81.330307,5460200
2019-08-12,81.410004,81.949997,81.180000,81.650002,81.002922,3595500
2019-08-13,81.169998,84.150002,80.849998,83.320000,82.659691,6896800
2019-08-14,81.239998,81.690002,80.510002,81.029999,80.387840,7266100
2019-08-15,80.930000,81.300003,79.440002,79.510002,78.879890,6713600
2019-08-16,80.089996,80.559998,79.250000,80.279999,79.643784,5649000
2019-08-19,82.000000,82.339996,80.830002,81.129997,80.487038,7027900
2019-08-20,80.720001,81.230003,79.449997,80.529999,79.891800,5903100
2019-08-21,81.940002,82.839996,81.629997,82.739998,82.084282,6454200
2019-08-22,83.000000,83.720001,82.500000,83.309998,82.649765,5571600
2019-08-23,82.019997,82.760002,80.029999,80.440002,79.802521,8497800
2019-08-26,81.440002,82.279999,80.739998,82.250000,81.598167,4336000
2019-08-27,82.629997,83.180000,82.000000,82.029999,81.379906,3842500
2019-08-28,81.900002,83.589996,81.720001,83.480003,82.818420,4123700
2019-08-29,84.220001,85.769997,84.169998,85.379997,84.703362,5101900
2019-08-30,85.699997,85.989998,84.410004,84.500000,84.046898,5235400
2019-09-03,84.000000,84.830002,83.620003,84.669998,84.215996,6360800
2019-09-04,85.580002,86.500000,85.500000,86.349998,85.886978,4151200
2019-09-05,87.279999,88.620003,87.279999,88.419998,87.945885,6328400
2019-09-06,88.400002,88.980003,88.019997,88.690002,88.214439,3625300
2019-09-09,88.940002,89.349998,88.419998,88.669998,88.194542,4282400
2019-09-10,88.260002,88.629997,86.290001,86.830002,86.364410,7072400
2019-09-11,86.959999,87.250000,85.870003,86.750000,86.284836,4623300
2019-09-12,87.099998,88.070000,86.220001,87.669998,87.199905,4057500
2019-09-13,88.250000,88.790001,87.300003,87.320000,86.851784,5894700
2019-09-16,87.089996,87.820000,86.669998,87.269997,86.802048,4171700
2019-09-17,86.769997,87.639999,86.470001,87.589996,87.120331,3248400
2019-09-18,87.650002,88.400002,87.209999,88.080002,87.607712,4722200
2019-09-19,88.400002,88.720001,87.510002,87.699997,87.229744,4231200
2019-09-20,88.000000,88.489998,86.669998,86.680000,86.215218,6991100
2019-09-23,86.980003,88.019997,86.800003,87.690002,87.219795,4790000
2019-09-24,88.449997,88.690002,86.760002,87.180000,86.712532,10202900
2019-09-25,91.779999,92.790001,90.150002,90.809998,90.323067,25330700
2019-09-26,91.620003,92.449997,90.250000,92.169998,91.675774,10408300
2019-09-27,91.849998,92.860001,91.599998,92.309998,91.815025,6420500
2019-09-30,92.529999,94.080002,92.500000,93.919998,93.416389,7401200
2019-10-01,94.129997,94.750000,92.059998,92.279999,91.785187,8464900
2019-10-02,91.470001,91.839996,90.570000,91.489998,90.999420,6933900
2019-10-03,91.309998,92.320000,90.349998,92.220001,91.725510,5762300
2019-10-04,92.220001,93.169998,91.930000,93.070000,92.570946,4551400
2019-10-07,92.500000,93.919998,92.400002,93.169998,92.670410,4975400
2019-10-08,90.449997,92.709999,90.410004,91.750000,91.258026,6916800
2019-10-09,92.410004,93.050003,91.820000,92.519997,92.023895,5115900
2019-10-10,93.500000,93.500000,92.720001,93.000000,92.501328,5794100
2019-10-11,94.000000,94.570000,93.559998,93.879997,93.376610,6220100
2019-10-14,94.199997,95.250000,94.050003,94.879997,94.371239,4636000
2019-10-15,95.000000,95.180000,94.120003,94.790001,94.281731,4292500
2019-10-16,94.089996,95.139999,94.070000,94.879997,94.371239,4883300
2019-10-17,95.570000,95.889999,94.970001,95.559998,95.047592,3427400
2019-10-18,94.809998,96.459999,94.800003,96.099998,95.584694,6209200
2019-10-21,96.610001,96.870003,95.419998,96.220001,95.704063,5185800
2019-10-22,96.059998,96.830002,95.519997,95.599998,95.087379,5470100
2019-10-23,95.029999,95.540001,92.120003,92.320000,91.824966,11933600
2019-10-24,92.680000,92.870003,90.989998,91.500000,91.009369,12085800
2019-10-25,91.440002,91.830002,90.750000,90.919998,90.432472,8146300
2019-10-28,91.059998,91.300003,90.169998,90.849998,90.362846,10304300
2019-10-29,90.849998,90.919998,89.129997,89.279999,88.801270,9044400
2019-10-30,89.449997,90.269997,89.349998,90.190002,89.706398,8127300
2019-10-31,90.000000,90.410004,88.940002,89.550003,89.069824,6751700
2019-11-01,90.180000,90.529999,89.000000,89.180000,88.701805,5263600
2019-11-04,90.129997,90.559998,89.320000,89.860001,89.378159,8161200
2019-11-05,90.150002,90.339996,89.540001,89.879997,89.398048,5589700
2019-11-06,90.639999,90.720001,88.739998,89.480003,89.000198,7033800
2019-11-07,90.470001,90.599998,89.769997,90.400002,89.915268,7110000
2019-11-08,90.279999,90.349998,89.290001,89.809998,89.328430,4555400
2019-11-11,89.370003,90.099998,89.370003,90.050003,89.567146,3247300
2019-11-12,90.309998,92.029999,89.489998,89.500000,89.020088,3979600
2019-11-13,89.730003,91.550003,89.570000,91.290001,90.800499,5923600
2019-11-14,91.489998,91.959999,90.720001,91.269997,90.780594,6035300
2019-11-15,92.139999,93.559998,91.959999,93.040001,92.541107,6785500
2019-11-18,93.500000,94.260002,92.910004,94.180000,93.674995,6165600
2019-11-19,94.610001,95.120003,93.059998,93.610001,93.108047,5368400
2019-11-20,94.110001,94.400002,92.769997,93.050003,92.551064,6235400
2019-11-21,92.620003,93.300003,92.070000,92.160004,91.665833,5493100
2019-11-22,92.209999,93.349998,91.930000,93.339996,92.839493,4264400
2019-11-25,93.779999,93.970001,92.739998,92.900002,92.401863,5419700
2019-11-26,93.379997,93.629997,93.019997,93.330002,92.829559,5907400
2019-11-27,93.500000,94.379997,93.500000,94.139999,93.635208,4017400
2019-11-29,94.370003,94.610001,93.389999,93.489998,93.231331,2541800
2019-12-02,94.089996,94.279999,92.980003,93.559998,93.301140,3892000
2019-12-03,92.480003,92.550003,91.309998,92.459999,92.204185,5570700
2019-12-04,92.809998,93.790001,92.730003,93.720001,93.460701,4456400
2019-12-05,95.879997,95.949997,94.680000,95.790001,95.524971,6946000
2019-12-06,96.559998,97.309998,96.379997,97.000000,96.731621,6368500
2019-12-09,97.019997,97.629997,96.160004,96.629997,96.362640,6517800
2019-12-10,96.760002,97.589996,96.629997,97.010002,96.741592,4234300
2019-12-11,96.900002,97.320000,96.650002,97.180000,96.911125,4319700
2019-12-12,97.320000,98.180000,96.900002,97.720001,97.449631,4762800
2019-12-13,97.430000,98.290001,96.910004,97.769997,97.499489,5247600
2019-12-16,98.139999,99.339996,98.059998,98.809998,98.536613,8211300
2019-12-17,99.379997,100.169998,99.050003,99.650002,99.374290,7050700
2019-12-18,100.199997,100.790001,99.580002,100.570000,100.291740,7332000
2019-12-19,100.500000,101.269997,99.629997,101.150002,100.870140,12214500
2019-12-20,101.000000,101.400002,98.849998,99.959999,99.683434,17641600
2019-12-23,100.230003,100.690002,99.550003,100.040001,99.763214,6350500
2019-12-24,99.830002,100.660004,99.760002,100.139999,99.862930,3328100
2019-12-26,100.339996,100.750000,100.110001,100.709999,100.431358,3709900
2019-12-27,101.000000,101.790001,100.989998,101.570000,101.288979,5307500
2019-12-30,101.540001,101.610001,100.459999,100.800003,100.521111,3495200
2019-12-31,100.580002,101.389999,100.510002,101.309998,101.029694,3213600
2020-01-02,101.360001,102.209999,101.019997,102.199997,101.917229,5644100
2020-01-03,100.589996,102.000000,100.309998,101.919998,101.638008,4541800
2020-01-06,100.949997,101.839996,100.870003,101.830002,101.548264,4612400
2020-01-07,101.809998,102.739998,100.809998,101.779999,101.498398,6719900
2020-01-08,101.309998,102.139999,100.849998,101.550003,101.269035,4942200
2020-01-09,101.940002,102.410004,101.389999,101.480003,101.199226,5007500
2020-01-10,101.889999,101.930000,100.760002,100.900002,100.620834,5135300
2020-01-13,101.000000,102.339996,100.820000,102.160004,101.877350,6722400
2020-01-14,102.449997,103.889999,102.349998,102.919998,102.635239,5088500
2020-01-15,103.250000,103.699997,102.480003,102.790001,102.505600,4209200
2020-01-16,102.879997,103.570000,102.849998,103.370003,103.084000,6571700
2020-01-17,103.430000,104.550003,103.339996,104.529999,104.240784,6271200
2020-01-21,104.250000,104.690002,103.809998,104.580002,104.290649,4854700
2020-01-22,105.000000,105.620003,104.419998,104.489998,104.200897,5031400
2020-01-23,104.029999,104.370003,102.620003,103.019997,102.734962,7102900
2020-01-24,103.589996,103.889999,101.660004,102.029999,101.747704,3839300
2020-01-27,98.209999,100.709999,98.010002,100.239998,99.962654,9841400
2020-01-28,100.339996,101.050003,99.519997,100.410004,100.132187,5673200
2020-01-29,101.070000,101.300003,99.169998,99.839996,99.563759,4503700
2020-01-30,99.019997,99.750000,97.370003,98.190002,97.918335,7065100
2020-01-31,98.110001,98.449997,95.919998,96.300003,96.033562,8780300
2020-02-03,99.000000,100.919998,98.570000,99.269997,98.995338,9727700
2020-02-04,101.910004,102.779999,101.260002,101.379997,101.099503,6559600
2020-02-05,101.760002,101.970001,99.529999,100.540001,100.261826,6108300
2020-02-06,100.900002,101.529999,100.160004,100.269997,99.992569,5641800
2020-02-07,99.809998,100.400002,98.970001,99.440002,99.164871,4121800
2020-02-10,99.220001,100.510002,99.000000,100.019997,99.743263,4213900
2020-02-11,100.070000,100.349998,99.440002,100.019997,99.743263,4871800
2020-02-12,100.739998,103.080002,100.440002,103.000000,102.715019,8075600
2020-02-13,102.510002,103.739998,101.680000,103.370003,103.084000,5386800
2020-02-14,103.529999,103.889999,102.449997,103.540001,103.253525,4305300
2020-02-18,103.000000,103.379997,101.610001,102.000000,101.717789,4916200
2020-02-19,102.660004,103.389999,102.430000,102.459999,102.176514,6200500
2020-02-20,102.459999,102.629997,100.550003,102.529999,102.246323,6427600
2020-02-21,102.000000,102.080002,99.629997,100.250000,99.972626,5750900
2020-02-24,95.540001,97.070000,95.250000,95.910004,95.644638,8364200
2020-02-25,96.349998,96.760002,92.620003,92.900002,92.642967,9602100
2020-02-26,93.080002,94.650002,91.989998,92.000000,91.745453,9308400
2020-02-27,90.000000,93.059998,88.500000,88.550003,88.305000,12825700
2020-02-28,86.029999,89.470001,85.150002,89.379997,89.379997,16565700
2020-03-02,89.599998,93.139999,87.910004,92.680000,92.680000,14102000
2020-03-03,92.739998,94.980003,90.570000,90.930000,90.930000,14767600
2020-03-04,92.080002,93.820000,90.839996,93.790001,93.790001,6904400
2020-03-05,91.260002,91.680000,89.940002,90.580002,90.580002,8851100
2020-03-06,88.360001,89.389999,85.879997,88.360001,88.360001,12336400
2020-03-09,81.889999,86.739998,80.919998,84.110001,84.110001,13272700
2020-03-10,86.690002,88.400002,82.879997,88.300003,88.300003,12755900
2020-03-11,84.000000,84.629997,82.070000,84.000000,84.000000,16172000
2020-03-12,78.230003,78.489998,73.000000,74.199997,74.199997,21534800
2020-03-13,78.199997,78.199997,71.760002,75.580002,75.580002,21859600
2020-03-16,65.279999,72.970001,63.369999,66.790001,66.790001,17976700
2020-03-17,67.510002,73.330002,62.400002,69.839996,69.839996,17122100
2020-03-18,64.790001,68.330002,60.000000,68.040001,68.040001,19498800
2020-03-19,67.040001,72.709999,64.150002,70.339996,70.339996,16177200
2020-03-20,71.510002,74.059998,67.199997,67.449997,67.449997,15761900
2020-03-23,65.000000,66.879997,60.580002,62.799999,62.799999,17690000
2020-03-24,65.699997,72.660004,64.000000,72.330002,72.330002,18849500
2020-03-25,80.110001,83.489998,76.199997,79.010002,79.010002,27053200
2020-03-26,80.169998,86.860001,80.010002,84.300003,84.300003,17200800
2020-03-27,81.699997,85.739998,79.510002,83.230003,83.230003,14183400
2020-03-30,84.000000,85.959999,81.500000,85.379997,85.379997,10960100
2020-03-31,85.129997,85.730003,82.400002,82.739998,82.739998,9610100
2020-04-01,79.489998,81.180000,78.529999,79.230003,79.230003,9771300
2020-04-02,79.000000,81.599998,77.160004,80.139999,80.139999,12731300
2020-04-03,79.360001,79.790001,77.910004,78.860001,78.860001,8476900
2020-04-06,81.910004,85.040001,81.209999,84.629997,84.629997,11266500
2020-04-07,88.699997,88.870003,84.029999,84.160004,84.160004,10468100
2020-04-08,84.699997,85.769997,83.610001,85.300003,85.300003,6642700
2020-04-09,86.690002,87.389999,85.160004,86.790001,86.790001,7773600
2020-04-13,85.800003,85.989998,84.139999,84.459999,84.459999,5077600
2020-04-14,85.949997,87.769997,85.480003,87.470001,87.470001,6397200
2020-04-15,84.870003,85.879997,83.709999,85.040001,85.040001,8053900
2020-04-16,85.430000,86.529999,84.550003,86.300003,86.300003,9373800
2020-04-17,89.000000,90.250000,88.360001,89.910004,89.910004,8111400
2020-04-20,88.430000,89.440002,87.519997,87.900002,87.900002,7244400
2020-04-21,85.989998,86.900002,85.089996,85.199997,85.199997,6597000
2020-04-22,86.980003,89.440002,86.419998,88.769997,88.769997,6463900
2020-04-23,88.940002,89.529999,87.260002,87.349998,87.349998,5343500
2020-04-24,88.889999,89.120003,87.650002,88.370003,88.370003,4450100
2020-04-27,88.379997,89.870003,87.309998,89.370003,89.370003,6875100
2020-04-28,90.550003,90.690002,89.519997,89.800003,89.800003,1473846
